,MSOA,w_Employment,w_QualityWork,w_CareDomestic,w_Pay,w_HomeEquity,w_Leadership,w_Participation,w_Qualifications,w_NumeracyLiteracy,w_LifeExpHealth,w_PaidWork,w_UnpaidWork,w_Money,w_PowerParticipation,w_Education,w_Health,w_overall,m_Employment,m_QualityWork,m_CareDomestic,m_Pay,m_HomeEquity,m_Leadership,m_Participation,m_Qualifications,m_NumeracyLiteracy,m_LifeExpHealth,m_PaidWork,m_UnpaidWork,m_Money,m_PowerParticipation,m_Education,m_Health,m_overall,g_Employment,g_QualityWork,g_CareDomestic,g_Pay,g_HomeEquity,g_Leadership,g_Participation,g_Qualifications,g_NumeracyLiteracy,g_LifeExpHealth,g_PaidWork,g_UnpaidWork,g_Money,g_PowerParticipation,g_Education,g_Health,g_overall
0,E02000984,1.230701612604173,1.042937203520197,1.1147063014877752,0.9535401041875999,1.476189212258651,0.9819528303412983,0.7308403350506254,1.328961936118692,1.114934755192344,0.9199376233096043,1.136819408062185,1.1147063014877752,1.2148646582231255,0.8563965826959619,1.221948345655518,0.9199376233096043,1.0774454865723615,1.2433638739223656,0.9562396135867679,0.8147914791239008,1.06560467553562,1.454958973379426,1.0163970757918053,0.9149012663646668,1.330733777149561,1.1704019750264505,0.9324951846143223,1.0998017437545666,0.8147914791239008,1.2602818244575231,0.965649171078236,1.250567876088006,0.9324951846143223,1.0539312131860925,0.9189138493298088,0.9518692047776204,0.49706583112141917,0.7082001764671669,0.999204882083171,0.4636910493918812,0.743503209255689,0.9359656594012588,0.9527777683805978,0.955699910258884,0.9353915270537145,0.49706583112141917,0.853702529275169,0.6035971293237852,0.9443717138909282,0.955699910258884,0.7983047734873168
1,E02000985,1.1855215053598385,1.042937203520197,1.0949428033274784,0.9202887962956354,1.4142800006381475,0.9819528303412983,0.7310928041953539,1.207953742663337,1.0926693924075923,0.9937023819888777,1.1142293544400177,1.0949428033274784,1.1672843984668915,0.8565228172683261,1.1503115675354647,0.9937023819888777,1.0628322205045093,1.177073671275929,0.9562396135867679,0.938915978342832,1.0630391291739372,1.4157736621596806,1.0163970757918053,0.8406807743553011,1.2388814328763325,1.1653938318342354,0.9712868326952716,1.0666566424313486,0.938915978342832,1.2394063956668089,0.9285389250735532,1.202137632355284,0.9712868326952716,1.0578237344275163,0.885273059989094,0.9518692047776204,0.5850895926365517,0.6843242302529546,0.9837955157052684,0.4636910493918812,0.8020663441143476,0.9586514134513796,0.9680325483600136,0.9089439754194274,0.9185711323833572,0.5850895926365517,0.8340598729791115,0.6328786967531144,0.9633419809056967,0.9089439754194274,0.8071475418462098
2,E02000986,1.1085258483516731,1.042937203520197,1.1276991575663926,0.8976893177038463,1.3043860634622135,0.9819528303412983,0.6836776705027201,1.0529900458785768,1.0966959329368493,0.9730410973940865,1.075731525935935,1.1276991575663926,1.10103769058303,0.8328152504220092,1.074842989407713,0.9730410973940865,1.0308612852181944,1.0832818145694132,0.9562396135867679,0.8276251877830719,1.0430818961541117,1.3039101867164795,1.0163970757918053,0.81321414181875,0.9987138171541514,1.1627572142791451,0.9639159705109854,1.0197607140780907,0.8276251877830719,1.1734960414352957,0.9148056088052776,1.0807355157166483,0.9639159705109854,0.996723173054895,0.8749293073801708,0.9518692047776204,0.5007508068935417,0.6796481359682758,0.9851939567432982,0.4636910493918812,0.7747198255859968,0.8865394563466887,0.962296336748566,0.9174499711054853,0.9133992560788956,0.5007508068935417,0.8324210463557871,0.6192054374889391,0.9244178965476273,0.9174499711054853,0.7846074024117127
3,E02000987,1.0365243609714525,1.042937203520197,0.9743154474140046,1.1685480943629822,1.0099013283505396,0.9819528303412983,0.7355862158344786,0.884711684242452,1.2080768041836107,1.0779841128693712,1.0397307822458246,0.9743154474140046,1.0892247113567608,0.8587695230878885,1.0463942442130314,1.0779841128693712,1.0144031368644801,0.9629425300235455,0.9562396135867679,1.0218962697699168,1.1261223644403384,0.9954215282899618,1.0163970757918053,0.828383862930396,0.830770870276719,1.0234924869599276,1.0895902453484951,0.9595910718051567,1.0218962697699168,1.0607719463651502,0.9223904693611007,0.9271316786183232,1.0895902453484951,0.9968952802113572,0.8778008513540052,0.9518692047776204,0.7060520193583035,0.8194512026261869,0.999160327610049,0.4636910493918812,0.8144472152189238,0.8777296591580129,0.7689465204055843,0.9330052744796434,0.9148350280658128,0.7060520193583035,0.909305765118118,0.6390691323054025,0.8233380897817986,0.9330052744796434,0.8209342181848465
4,E02000988,0.8942541687324137,1.042937203520197,1.101211021136545,0.873468845141987,0.9837011182435434,0.9819528303412983,0.6453353481746735,0.7581270278904052,1.0977226829214015,1.0032942661469801,0.9685956861263053,1.101211021136545,0.9285849816927652,0.8136440892579859,0.9279248554059034,1.0032942661469801,0.957209149961081,0.9341762400283574,0.9562396135867679,0.8344326303795608,1.0248935360257017,0.9820268550429332,1.0163970757918053,0.7748081981728578,0.7996969511070795,1.1543537738122027,1.0054198469423274,0.9452079268075626,0.8344326303795608,1.0034601955343174,0.8956026369823316,0.9770253624596411,1.0054198469423274,0.9435247665176235,0.8406356036946666,0.9518692047776204,0.5278404319298932,0.6723104111746311,0.9865135802833728,0.4636910493918812,0.7656663374509428,0.985972351793741,0.9544480859687894,0.9287860362428407,0.8962524042361435,0.5278404319298932,0.8294119957290019,0.614678693421412,0.9702102188812651,0.9287860362428407,0.7945299634067594
5,E02000989,1.163208450416859,1.042937203520197,1.1022685135728802,0.9425344506588227,1.4129157128621503,0.9819528303412983,0.7964271102287717,1.0564527441190168,1.0672528069103693,0.9919361995619278,1.103072826968528,1.1022685135728802,1.1777250817604865,0.889189970285035,1.061852775514693,0.9919361995619278,1.0543408946105919,1.1133468421304986,0.9562396135867679,0.9838297912316909,1.0625457828090394,1.3920710563564107,1.0163970757918053,0.8741277688785698,1.067783936519668,1.137510151386922,0.9885052676606493,1.0347932278586334,0.9838297912316909,1.227308419582725,0.9452624223351875,1.102647043953295,0.9885052676606493,1.0470576954370303,0.8573628493816992,0.9518692047776204,0.5980838033303961,0.7014540968858105,0.9995812900652984,0.4636910493918812,0.8413631810871565,0.9447449607791598,0.9673730808520395,0.9255136223605266,0.9046160270796597,0.5980838033303961,0.8505176934755545,0.6525271152395189,0.9560590208155997,0.9255136223605266,0.8145528803835426
6,E02000990,1.1133732512609003,1.042937203520197,1.0164054036399441,1.1333615457199167,1.2397034496822688,0.9819528303412983,0.7129662947001356,1.1082237757440605,1.0855239710584477,0.9805073208320557,1.0781552273905486,1.0164054036399441,1.1865324977010927,0.847459562520717,1.096873873401254,0.9805073208320557,1.034322314247602,1.116930182300715,0.9562396135867679,0.9747679353492134,1.1122903319929025,1.2007154146221548,1.0163970757918053,0.8112453074637865,1.1156222267886653,0.9575943469231332,0.9561244986819538,1.0365848979437415,0.9747679353492134,1.1565028733075287,0.9138211916277958,1.0366082868558992,0.9561244986819538,1.012401613961022,0.8812448747124164,0.9518692047776204,0.6457793856981104,0.8037172949837753,0.9834652271291564,0.4636910493918812,0.8046208196773863,0.9409595870097078,0.8006600845291889,0.9081785807317683,0.9165570397450185,0.6457793856981104,0.8935912610564658,0.6341559345346337,0.8708098357694484,0.9081785807317683,0.8115120062559075
7,E02000991,1.028179184259948,1.042937203520197,1.066050126867975,0.9872727228227998,1.242246577010211,0.9819528303412983,0.672072906822776,0.9347274056639996,1.027318768352228,0.9745632405703795,1.0355581938900724,1.066050126867975,1.1147596499165053,0.8270128685820372,0.9810230870081138,0.9745632405703795,0.9998278611391805,1.0217791230005155,0.9562396135867679,0.8441153176887171,1.0460868444387184,1.2543061676479708,1.0163970757918053,0.7985003552660042,0.9543732474397072,1.037804161928319,0.9458455154723954,0.9890093682936417,0.8441153176887171,1.1501965060433446,0.9074487155289047,0.996088704684013,0.9458455154723954,0.9721173546185028,0.8375279481620339,0.9518692047776204,0.552647401004735,0.7444158648764079,0.9753657884283216,0.4636910493918812,0.772539223521836,0.9543651173419002,0.9168878299476816,0.8996668688134486,0.8946985764698272,0.552647401004735,0.8598908266523647,0.6181151364568587,0.9356264736447909,0.8996668688134486,0.7934408805070042
8,E02000992,1.13570028940783,1.042937203520197,0.9291622223880645,1.1683486977553788,1.3005386707214115,0.9819528303412983,0.7868112909913205,0.9897101388550942,1.1883453723389648,0.988008690736819,1.0893187464640135,0.9291622223880645,1.234443684238395,0.8843820606663094,1.0890277555970296,0.988008690736819,1.035723860015105,1.0904464083173653,0.9562396135867679,1.1559363137083118,1.0677533500684508,1.290711928690206,1.0163970757918053,0.9483653785445229,0.9755399507270112,1.0257957337430823,0.9826104789461226,1.0233430109520665,1.1559363137083118,1.1792326393793284,0.982381227168164,1.0006678422350468,0.9826104789461226,1.0540285853981735,0.8745197028753149,0.9518692047776204,0.8469891311296889,0.8675102580242677,0.9923324968153308,0.4636910493918812,0.7678392493101743,0.9213365848199968,0.7834733562625564,0.9259606635825373,0.9131944538264676,0.8469891311296889,0.9299213774197992,0.6157651493510278,0.8524049705412766,0.9259606635825373,0.8473726243084662
9,E02000993,0.8454449165150058,1.042937203520197,1.0775024935726658,0.8694599641389202,0.6277186277710568,0.9819528303412983,0.6507984552165107,0.7532157698860144,1.0993815274037344,1.0343094493867966,0.9441910600176013,1.0775024935726658,0.7485892959549885,0.8163756427789045,0.9262986486448743,1.0343094493867966,0.9245444317259718,0.8555398827914126,0.9562396135867679,0.7878671438492416,1.025414112184711,0.676608020485721,1.0163970757918053,0.7790264695405623,0.7379536368823642,1.1711417388883,1.0201678731227137,0.9058897481890902,0.7878671438492416,0.851011066335216,0.8977117726661838,0.9545476878853321,1.0201678731227137,0.9028658820079628,0.8516840644214217,0.9518692047776204,0.5052912885847914,0.6688388937568603,0.9136737390037748,0.4636910493918812,0.7686340706791169,0.9157795680186416,0.9668676878419185,0.8983358292192026,0.9017766345995211,0.5052912885847914,0.7912563163803176,0.6161625600354991,0.94132362793028,0.8983358292192026,0.775691042791602
